NETWORK_PREFIX,NETWORK_CIDR,NETWORK_IP,HOSTNAME,DOMAIN_NAME,APPLICATION,ROLE,LOCATION,ENVIRONMENT,TENANT,ZONE
30.1.2.96,26,30.1.2.98,,,RainbowSky,,sandboxapicdc,sbox,bu1,MISC
30.1.2.96,26,30.1.2.99,,,RainbowSky,,sandboxapicdc,sbox,bu1,MISC
30.1.2.96,26,30.1.2.100,,,RainbowSky,,sandboxapicdc,sbox,bu1,MISC
30.1.2.96,26,30.1.2.101,,,RainbowSky,,sandboxapicdc,sbox,bu1,MISC
30.1.2.96,26,30.1.2.102,,,RainbowSky,,sandboxapicdc,sbox,bu1,MISC
30.1.2.96,26,30.1.2.103,,,RainbowSky,,sandboxapicdc,sbox,bu1,MISC
30.1.2.96,26,30.1.2.104,,,RainbowSky,,sandboxapicdc,sbox,bu1,MISC
30.1.2.96,26,30.1.2.105,,,RainbowSky,,sandboxapicdc,sbox,bu1,MISC
30.1.2.96,26,30.1.2.106,,,RainbowSky,,sandboxapicdc,sbox,bu1,MISC
30.1.2.96,26,30.1.2.107,,,RainbowSky,,sandboxapicdc,sbox,bu1,MISC
30.1.2.96,26,30.1.2.108,,,RainbowSky,,sandboxapicdc,sbox,bu1,MISC
30.1.2.96,26,30.1.2.109,,,RainbowSky,,sandboxapicdc,sbox,bu1,MISC
30.1.2.96,26,30.1.2.110,,,RainbowSky,,sandboxapicdc,sbox,bu1,MISC
30.1.2.96,26,30.1.2.111,,,RainbowSky,,sandboxapicdc,sbox,bu1,MISC
30.1.2.96,26,30.1.2.112,,,RainbowSky,,sandboxapicdc,sbox,bu1,MISC
30.1.2.96,26,30.1.2.113,,,RainbowSky,,sandboxapicdc,sbox,bu1,MISC
30.1.2.96,26,30.1.2.114,,,RainbowSky,,sandboxapicdc,sbox,bu1,MISC
30.1.2.96,26,30.1.2.115,,,RainbowSky,,sandboxapicdc,sbox,bu1,MISC
30.1.2.96,26,30.1.2.116,,,RainbowSky,,sandboxapicdc,sbox,bu1,MISC
30.1.2.96,26,30.1.2.117,,,RainbowSky,,sandboxapicdc,sbox,bu1,MISC
30.1.2.96,26,30.1.2.118,,,RainbowSky,,sandboxapicdc,sbox,bu1,MISC
30.1.2.96,26,30.1.2.119,,,RainbowSky,,sandboxapicdc,sbox,bu1,MISC
30.1.2.96,26,30.1.2.120,,,RainbowSky,,sandboxapicdc,sbox,bu1,MISC
30.1.2.96,26,30.1.2.121,,,RainbowSky,,sandboxapicdc,sbox,bu1,MISC
30.1.2.96,26,30.1.2.122,,,RainbowSky,,sandboxapicdc,sbox,bu1,MISC
30.1.2.96,26,30.1.2.123,,,RainbowSky,,sandboxapicdc,sbox,bu1,MISC
30.1.2.96,26,30.1.2.124,,,RainbowSky,,sandboxapicdc,sbox,bu1,MISC
30.1.2.96,26,30.1.2.125,,,RainbowSky,,sandboxapicdc,sbox,bu1,MISC
30.1.2.96,26,30.1.2.126,,,RainbowSky,,sandboxapicdc,sbox,bu1,MISC
30.2.0.0,28,30.2.0.0,network,internal.das,infra,ntwk,sandboxapicdc,sbox,SS,bu2_transit
30.2.0.0,28,30.2.0.15,broadcast,internal.das,infra,ntwk,sandboxapicdc,sbox,SS,bu2_transit
30.2.0.0,28,30.2.0.1,vaash-dc-aci-leaf-1101,ss-default-vrf.bu2-transit.internal.das,bu2_transit,,sandboxapicdc,sbox,SS,bu2_transit
30.2.0.0,28,30.2.0.2,vaash-dc-aci-leaf-1102,ss-default-vrf.bu2-transit.internal.das,bu2_transit,,sandboxapicdc,sbox,SS,bu2_transit
30.2.0.0,28,30.2.0.3,1101-1102-float,ss-default-vrf.bu2-transit.internal.das,bu2_transit,,sandboxapicdc,sbox,SS,bu2_transit
30.2.0.0,28,30.2.0.4,,,bu2_transit,,sandboxapicdc,sbox,SS,bu2_transit
30.2.0.0,28,30.2.0.5,,,bu2_transit,,sandboxapicdc,sbox,SS,bu2_transit
30.2.0.0,28,30.2.0.6,,,bu2_transit,,sandboxapicdc,sbox,SS,bu2_transit
30.2.0.0,28,30.2.0.7,,,bu2_transit,,sandboxapicdc,sbox,SS,bu2_transit
30.2.0.0,28,30.2.0.8,,,bu2_transit,,sandboxapicdc,sbox,SS,bu2_transit
30.2.0.0,28,30.2.0.9,,,bu2_transit,,sandboxapicdc,sbox,SS,bu2_transit
30.2.0.0,28,30.2.0.10,,,bu2_transit,,sandboxapicdc,sbox,SS,bu2_transit
30.2.0.0,28,30.2.0.11,,,bu2_transit,,sandboxapicdc,sbox,SS,bu2_transit
30.2.0.0,28,30.2.0.12,vaash-dc-bu2-vpan-01,ss-default-vrf.bu2-transit.internal.das,bu2_transit,,sandboxapicdc,sbox,SS,bu2_transit
30.2.0.0,28,30.2.0.13,vaash-dc-bu2-vpan-02,ss-default-vrf.bu2-transit.internal.das,bu2_transit,,sandboxapicdc,sbox,SS,bu2_transit
30.2.0.0,28,30.2.0.14,vaash-dc-bu2-vpan-float,ss-default-vrf.bu2-transit.internal.das,bu2_transit,,sandboxapicdc,sbox,SS,bu2_transit
30.2.0.32,28,30.2.0.32,network,internal.das,infra,ntwk,sandboxapicdc,sbox,bu2,adc_transit
30.2.0.32,28,30.2.0.47,broadcast,internal.das,infra,ntwk,sandboxapicdc,sbox,bu2,adc_transit
30.2.0.32,28,30.2.0.33,,,adc_transit,,sandboxapicdc,sbox,bu2,adc_transit
30.2.0.32,28,30.2.0.34,,,adc_transit,,sandboxapicdc,sbox,bu2,adc_transit
30.2.0.32,28,30.2.0.35,,,adc_transit,,sandboxapicdc,sbox,bu2,adc_transit
30.2.0.32,28,30.2.0.36,,,adc_transit,,sandboxapicdc,sbox,bu2,adc_transit
30.2.0.32,28,30.2.0.37,,,adc_transit,,sandboxapicdc,sbox,bu2,adc_transit
30.2.0.32,28,30.2.0.38,,,adc_transit,,sandboxapicdc,sbox,bu2,adc_transit
30.2.0.32,28,30.2.0.39,,,adc_transit,,sandboxapicdc,sbox,bu2,adc_transit
30.2.0.32,28,30.2.0.40,,,adc_transit,,sandboxapicdc,sbox,bu2,adc_transit
30.2.0.32,28,30.2.0.41,,,adc_transit,,sandboxapicdc,sbox,bu2,adc_transit
30.2.0.32,28,30.2.0.42,,,adc_transit,,sandboxapicdc,sbox,bu2,adc_transit
30.2.0.32,28,30.2.0.43,,,adc_transit,,sandboxapicdc,sbox,bu2,adc_transit
30.2.0.32,28,30.2.0.44,,,adc_transit,,sandboxapicdc,sbox,bu2,adc_transit
30.2.0.32,28,30.2.0.45,,,adc_transit,,sandboxapicdc,sbox,bu2,adc_transit
30.2.0.32,28,30.2.0.46,,,adc_transit,,sandboxapicdc,sbox,bu2,adc_transit
30.2.0.48,28,30.2.0.48,network,internal.das,infra,ntwk,sandboxapicdc,sbox,bu2,frontend_transit
30.2.0.48,28,30.2.0.63,broadcast,internal.das,infra,ntwk,sandboxapicdc,sbox,bu2,frontend_transit
30.2.0.48,28,30.2.0.49,vaash-dc-aci-leaf-1101,,zone_transit,,sandboxapicdc,sbox,bu2,frontend_transit
30.2.0.48,28,30.2.0.50,vaash-dc-aci-leaf-1102,,zone_transit,,sandboxapicdc,sbox,bu2,frontend_transit
30.2.0.48,28,30.2.0.51,1101-1102-float,,zone_transit,,sandboxapicdc,sbox,bu2,frontend_transit
30.2.0.48,28,30.2.0.52,,,zone_transit,,sandboxapicdc,sbox,bu2,frontend_transit
30.2.0.48,28,30.2.0.53,,,zone_transit,,sandboxapicdc,sbox,bu2,frontend_transit
30.2.0.48,28,30.2.0.54,,,zone_transit,,sandboxapicdc,sbox,bu2,frontend_transit
30.2.0.48,28,30.2.0.55,,,zone_transit,,sandboxapicdc,sbox,bu2,frontend_transit
30.2.0.48,28,30.2.0.56,,,zone_transit,,sandboxapicdc,sbox,bu2,frontend_transit
30.2.0.48,28,30.2.0.57,,,zone_transit,,sandboxapicdc,sbox,bu2,frontend_transit
30.2.0.48,28,30.2.0.58,,,zone_transit,,sandboxapicdc,sbox,bu2,frontend_transit
30.2.0.48,28,30.2.0.59,,,zone_transit,,sandboxapicdc,sbox,bu2,frontend_transit
30.2.0.48,28,30.2.0.60,vaash-dc-bu2-vpan-01,,zone_transit,,sandboxapicdc,sbox,bu2,frontend_transit
30.2.0.48,28,30.2.0.61,vaash-dc-bu2-vpan-02,,zone_transit,,sandboxapicdc,sbox,bu2,frontend_transit
30.2.0.48,28,30.2.0.62,vaash-dc-bu2-vpan-float,,zone_transit,,sandboxapicdc,sbox,bu2,frontend_transit
30.2.0.64,28,30.2.0.64,network,internal.das,infra,ntwk,sandboxapicdc,sbox,bu2,midtier_transit
30.2.0.64,28,30.2.0.79,broadcast,internal.das,infra,ntwk,sandboxapicdc,sbox,bu2,midtier_transit
30.2.0.64,28,30.2.0.65,vaash-dc-aci-leaf-1101,,zone_transit,,sandboxapicdc,sbox,bu2,midtier_transit
30.2.0.64,28,30.2.0.66,vaash-dc-aci-leaf-1102,,zone_transit,,sandboxapicdc,sbox,bu2,midtier_transit
30.2.0.64,28,30.2.0.67,1101-1102-float,,zone_transit,,sandboxapicdc,sbox,bu2,midtier_transit
30.2.0.64,28,30.2.0.68,,,zone_transit,,sandboxapicdc,sbox,bu2,midtier_transit
30.2.0.64,28,30.2.0.69,,,zone_transit,,sandboxapicdc,sbox,bu2,midtier_transit
30.2.0.64,28,30.2.0.70,,,zone_transit,,sandboxapicdc,sbox,bu2,midtier_transit
30.2.0.64,28,30.2.0.71,,,zone_transit,,sandboxapicdc,sbox,bu2,midtier_transit
30.2.0.64,28,30.2.0.72,,,zone_transit,,sandboxapicdc,sbox,bu2,midtier_transit
30.2.0.64,28,30.2.0.73,,,zone_transit,,sandboxapicdc,sbox,bu2,midtier_transit
30.2.0.64,28,30.2.0.74,,,zone_transit,,sandboxapicdc,sbox,bu2,midtier_transit
30.2.0.64,28,30.2.0.75,,,zone_transit,,sandboxapicdc,sbox,bu2,midtier_transit
30.2.0.64,28,30.2.0.76,vaash-dc-bu2-vpan-01,,zone_transit,,sandboxapicdc,sbox,bu2,midtier_transit
30.2.0.64,28,30.2.0.77,vaash-dc-bu2-vpan-02,,zone_transit,,sandboxapicdc,sbox,bu2,midtier_transit
30.2.0.64,28,30.2.0.78,vaash-dc-bu2-vpan-float,,zone_transit,,sandboxapicdc,sbox,bu2,midtier_transit
30.2.0.80,28,30.2.0.80,network,internal.das,infra,ntwk,sandboxapicdc,sbox,bu2,backend_transit
30.2.0.80,28,30.2.0.95,broadcast,internal.das,infra,ntwk,sandboxapicdc,sbox,bu2,backend_transit
30.2.0.80,28,30.2.0.81,vaash-dc-aci-leaf-1101,,zone_transit,,sandboxapicdc,sbox,bu2,backend_transit
30.2.0.80,28,30.2.0.82,vaash-dc-aci-leaf-1102,,zone_transit,,sandboxapicdc,sbox,bu2,backend_transit
30.2.0.80,28,30.2.0.83,1101-1102-float,,zone_transit,,sandboxapicdc,sbox,bu2,backend_transit
30.2.0.80,28,30.2.0.84,,,zone_transit,,sandboxapicdc,sbox,bu2,backend_transit
30.2.0.80,28,30.2.0.85,,,zone_transit,,sandboxapicdc,sbox,bu2,backend_transit
30.2.0.80,28,30.2.0.86,,,zone_transit,,sandboxapicdc,sbox,bu2,backend_transit
30.2.0.80,28,30.2.0.87,,,zone_transit,,sandboxapicdc,sbox,bu2,backend_transit
30.2.0.80,28,30.2.0.88,,,zone_transit,,sandboxapicdc,sbox,bu2,backend_transit
30.2.0.80,28,30.2.0.89,,,zone_transit,,sandboxapicdc,sbox,bu2,backend_transit
30.2.0.80,28,30.2.0.90,,,zone_transit,,sandboxapicdc,sbox,bu2,backend_transit
30.2.0.80,28,30.2.0.91,,,zone_transit,,sandboxapicdc,sbox,bu2,backend_transit
30.2.0.80,28,30.2.0.92,vaash-dc-bu2-vpan-01,,zone_transit,,sandboxapicdc,sbox,bu2,backend_transit
30.2.0.80,28,30.2.0.93,vaash-dc-bu2-vpan-02,,zone_transit,,sandboxapicdc,sbox,bu2,backend_transit
30.2.0.80,28,30.2.0.94,vaash-dc-bu2-vpan-float,,zone_transit,,sandboxapicdc,sbox,bu2,backend_transit
30.2.0.96,28,30.2.0.96,network,internal.das,infra,ntwk,sandboxapicdc,sbox,bu2,misc_transit
30.2.0.96,28,30.2.0.111,broadcast,internal.das,infra,ntwk,sandboxapicdc,sbox,bu2,misc_transit
30.2.0.96,28,30.2.0.97,vaash-dc-aci-leaf-1101,,zone_transit,,sandboxapicdc,sbox,bu2,misc_transit
30.2.0.96,28,30.2.0.98,vaash-dc-aci-leaf-1102,,zone_transit,,sandboxapicdc,sbox,bu2,misc_transit
30.2.0.96,28,30.2.0.99,1101-1102-float,,zone_transit,,sandboxapicdc,sbox,bu2,misc_transit
30.2.0.96,28,30.2.0.100,,,zone_transit,,sandboxapicdc,sbox,bu2,misc_transit
30.2.0.96,28,30.2.0.101,,,zone_transit,,sandboxapicdc,sbox,bu2,misc_transit
30.2.0.96,28,30.2.0.102,,,zone_transit,,sandboxapicdc,sbox,bu2,misc_transit
30.2.0.96,28,30.2.0.103,,,zone_transit,,sandboxapicdc,sbox,bu2,misc_transit
30.2.0.96,28,30.2.0.104,,,zone_transit,,sandboxapicdc,sbox,bu2,misc_transit
30.2.0.96,28,30.2.0.105,,,zone_transit,,sandboxapicdc,sbox,bu2,misc_transit
30.2.0.96,28,30.2.0.106,,,zone_transit,,sandboxapicdc,sbox,bu2,misc_transit
30.2.0.96,28,30.2.0.107,,,zone_transit,,sandboxapicdc,sbox,bu2,misc_transit
30.2.0.96,28,30.2.0.108,vaash-dc-bu2-vpan-01,,zone_transit,,sandboxapicdc,sbox,bu2,misc_transit
30.2.0.96,28,30.2.0.109,vaash-dc-bu2-vpan-02,,zone_transit,,sandboxapicdc,sbox,bu2,misc_transit
30.2.0.96,28,30.2.0.110,vaash-dc-bu2-vpan-float,,zone_transit,,sandboxapicdc,sbox,bu2,misc_transit
30.2.1.0,26,30.2.1.0,network,internal.das,infra,ntwk,sandboxapicdc,sbox,bu2,FRONTEND
30.2.1.0,26,30.2.1.63,broadcast,internal.das,infra,ntwk,sandboxapicdc,sbox,bu2,FRONTEND
30.2.1.0,26,30.2.1.1,,,SpiritJourney,,sandboxapicdc,sbox,bu2,FRONTEND
30.2.1.0,26,30.2.1.2,,,SpiritJourney,,sandboxapicdc,sbox,bu2,FRONTEND
30.2.1.0,26,30.2.1.3,,,SpiritJourney,,sandboxapicdc,sbox,bu2,FRONTEND
30.2.1.0,26,30.2.1.4,,,SpiritJourney,,sandboxapicdc,sbox,bu2,FRONTEND
30.2.1.0,26,30.2.1.5,,,SpiritJourney,,sandboxapicdc,sbox,bu2,FRONTEND
30.2.1.0,26,30.2.1.6,,,SpiritJourney,,sandboxapicdc,sbox,bu2,FRONTEND
30.2.1.0,26,30.2.1.7,,,SpiritJourney,,sandboxapicdc,sbox,bu2,FRONTEND
30.2.1.0,26,30.2.1.8,,,SpiritJourney,,sandboxapicdc,sbox,bu2,FRONTEND
30.2.1.0,26,30.2.1.9,,,SpiritJourney,,sandboxapicdc,sbox,bu2,FRONTEND
30.2.1.0,26,30.2.1.10,,,SpiritJourney,,sandboxapicdc,sbox,bu2,FRONTEND
30.2.1.0,26,30.2.1.11,,,SpiritJourney,,sandboxapicdc,sbox,bu2,FRONTEND
30.2.1.0,26,30.2.1.12,,,SpiritJourney,,sandboxapicdc,sbox,bu2,FRONTEND
30.2.1.0,26,30.2.1.13,,,SpiritJourney,,sandboxapicdc,sbox,bu2,FRONTEND
30.2.1.0,26,30.2.1.14,,,SpiritJourney,,sandboxapicdc,sbox,bu2,FRONTEND
30.2.1.0,26,30.2.1.15,,,SpiritJourney,,sandboxapicdc,sbox,bu2,FRONTEND
30.2.1.0,26,30.2.1.16,,,SpiritJourney,,sandboxapicdc,sbox,bu2,FRONTEND
30.2.1.0,26,30.2.1.17,,,SpiritJourney,,sandboxapicdc,sbox,bu2,FRONTEND
30.2.1.0,26,30.2.1.18,,,SpiritJourney,,sandboxapicdc,sbox,bu2,FRONTEND
30.2.1.0,26,30.2.1.19,,,SpiritJourney,,sandboxapicdc,sbox,bu2,FRONTEND
30.2.1.0,26,30.2.1.20,,,SpiritJourney,,sandboxapicdc,sbox,bu2,FRONTEND
30.2.1.0,26,30.2.1.21,,,SpiritJourney,,sandboxapicdc,sbox,bu2,FRONTEND
30.2.1.0,26,30.2.1.22,,,SpiritJourney,,sandboxapicdc,sbox,bu2,FRONTEND
30.2.1.0,26,30.2.1.23,,,SpiritJourney,,sandboxapicdc,sbox,bu2,FRONTEND
30.2.1.0,26,30.2.1.24,,,SpiritJourney,,sandboxapicdc,sbox,bu2,FRONTEND
30.2.1.0,26,30.2.1.25,,,SpiritJourney,,sandboxapicdc,sbox,bu2,FRONTEND
30.2.1.0,26,30.2.1.26,,,SpiritJourney,,sandboxapicdc,sbox,bu2,FRONTEND
30.2.1.0,26,30.2.1.27,,,SpiritJourney,,sandboxapicdc,sbox,bu2,FRONTEND
30.2.1.0,26,30.2.1.28,,,SpiritJourney,,sandboxapicdc,sbox,bu2,FRONTEND
30.2.1.0,26,30.2.1.29,,,SpiritJourney,,sandboxapicdc,sbox,bu2,FRONTEND
30.2.1.0,26,30.2.1.30,,,SpiritJourney,,sandboxapicdc,sbox,bu2,FRONTEND
30.2.1.0,26,30.2.1.31,,,SpiritJourney,,sandboxapicdc,sbox,bu2,FRONTEND
30.2.1.0,26,30.2.1.32,,,SpiritJourney,,sandboxapicdc,sbox,bu2,FRONTEND
30.2.1.0,26,30.2.1.33,,,SpiritJourney,,sandboxapicdc,sbox,bu2,FRONTEND
30.2.1.0,26,30.2.1.34,,,SpiritJourney,,sandboxapicdc,sbox,bu2,FRONTEND
30.2.1.0,26,30.2.1.35,,,SpiritJourney,,sandboxapicdc,sbox,bu2,FRONTEND
30.2.1.0,26,30.2.1.36,,,SpiritJourney,,sandboxapicdc,sbox,bu2,FRONTEND
30.2.1.0,26,30.2.1.37,,,SpiritJourney,,sandboxapicdc,sbox,bu2,FRONTEND
30.2.1.0,26,30.2.1.38,,,SpiritJourney,,sandboxapicdc,sbox,bu2,FRONTEND
30.2.1.0,26,30.2.1.39,,,SpiritJourney,,sandboxapicdc,sbox,bu2,FRONTEND
30.2.1.0,26,30.2.1.40,,,SpiritJourney,,sandboxapicdc,sbox,bu2,FRONTEND
30.2.1.0,26,30.2.1.41,,,SpiritJourney,,sandboxapicdc,sbox,bu2,FRONTEND
30.2.1.0,26,30.2.1.42,,,SpiritJourney,,sandboxapicdc,sbox,bu2,FRONTEND
30.2.1.0,26,30.2.1.43,,,SpiritJourney,,sandboxapicdc,sbox,bu2,FRONTEND
30.2.1.0,26,30.2.1.44,,,SpiritJourney,,sandboxapicdc,sbox,bu2,FRONTEND
30.2.1.0,26,30.2.1.45,,,SpiritJourney,,sandboxapicdc,sbox,bu2,FRONTEND
30.2.1.0,26,30.2.1.46,,,SpiritJourney,,sandboxapicdc,sbox,bu2,FRONTEND
30.2.1.0,26,30.2.1.47,,,SpiritJourney,,sandboxapicdc,sbox,bu2,FRONTEND
30.2.1.0,26,30.2.1.48,,,SpiritJourney,,sandboxapicdc,sbox,bu2,FRONTEND
30.2.1.0,26,30.2.1.49,,,SpiritJourney,,sandboxapicdc,sbox,bu2,FRONTEND
30.2.1.0,26,30.2.1.50,,,SpiritJourney,,sandboxapicdc,sbox,bu2,FRONTEND
30.2.1.0,26,30.2.1.51,,,SpiritJourney,,sandboxapicdc,sbox,bu2,FRONTEND
30.2.1.0,26,30.2.1.52,,,SpiritJourney,,sandboxapicdc,sbox,bu2,FRONTEND
30.2.1.0,26,30.2.1.53,,,SpiritJourney,,sandboxapicdc,sbox,bu2,FRONTEND
30.2.1.0,26,30.2.1.54,,,SpiritJourney,,sandboxapicdc,sbox,bu2,FRONTEND
30.2.1.0,26,30.2.1.55,,,SpiritJourney,,sandboxapicdc,sbox,bu2,FRONTEND
30.2.1.0,26,30.2.1.56,,,SpiritJourney,,sandboxapicdc,sbox,bu2,FRONTEND
30.2.1.0,26,30.2.1.57,,,SpiritJourney,,sandboxapicdc,sbox,bu2,FRONTEND
30.2.1.0,26,30.2.1.58,,,SpiritJourney,,sandboxapicdc,sbox,bu2,FRONTEND
30.2.1.0,26,30.2.1.59,,,SpiritJourney,,sandboxapicdc,sbox,bu2,FRONTEND
30.2.1.0,26,30.2.1.60,,,SpiritJourney,,sandboxapicdc,sbox,bu2,FRONTEND
30.2.1.0,26,30.2.1.61,,,SpiritJourney,,sandboxapicdc,sbox,bu2,FRONTEND
30.2.1.0,26,30.2.1.62,,,SpiritJourney,,sandboxapicdc,sbox,bu2,FRONTEND
30.2.1.32,26,30.2.1.0,network,internal.das,infra,ntwk,sandboxapicdc,sbox,bu2,MIDTIER
30.2.1.32,26,30.2.1.63,broadcast,internal.das,infra,ntwk,sandboxapicdc,sbox,bu2,MIDTIER
30.2.1.32,26,30.2.1.1,,,SpiritJourney,,sandboxapicdc,sbox,bu2,MIDTIER
30.2.1.32,26,30.2.1.2,,,SpiritJourney,,sandboxapicdc,sbox,bu2,MIDTIER
30.2.1.32,26,30.2.1.3,,,SpiritJourney,,sandboxapicdc,sbox,bu2,MIDTIER
30.2.1.32,26,30.2.1.4,,,SpiritJourney,,sandboxapicdc,sbox,bu2,MIDTIER
30.2.1.32,26,30.2.1.5,,,SpiritJourney,,sandboxapicdc,sbox,bu2,MIDTIER
30.2.1.32,26,30.2.1.6,,,SpiritJourney,,sandboxapicdc,sbox,bu2,MIDTIER
30.2.1.32,26,30.2.1.7,,,SpiritJourney,,sandboxapicdc,sbox,bu2,MIDTIER
30.2.1.32,26,30.2.1.8,,,SpiritJourney,,sandboxapicdc,sbox,bu2,MIDTIER
30.2.1.32,26,30.2.1.9,,,SpiritJourney,,sandboxapicdc,sbox,bu2,MIDTIER
30.2.1.32,26,30.2.1.10,,,SpiritJourney,,sandboxapicdc,sbox,bu2,MIDTIER
30.2.1.32,26,30.2.1.11,,,SpiritJourney,,sandboxapicdc,sbox,bu2,MIDTIER
30.2.1.32,26,30.2.1.12,,,SpiritJourney,,sandboxapicdc,sbox,bu2,MIDTIER
30.2.1.32,26,30.2.1.13,,,SpiritJourney,,sandboxapicdc,sbox,bu2,MIDTIER
30.2.1.32,26,30.2.1.14,,,SpiritJourney,,sandboxapicdc,sbox,bu2,MIDTIER
30.2.1.32,26,30.2.1.15,,,SpiritJourney,,sandboxapicdc,sbox,bu2,MIDTIER
30.2.1.32,26,30.2.1.16,,,SpiritJourney,,sandboxapicdc,sbox,bu2,MIDTIER
30.2.1.32,26,30.2.1.17,,,SpiritJourney,,sandboxapicdc,sbox,bu2,MIDTIER
30.2.1.32,26,30.2.1.18,,,SpiritJourney,,sandboxapicdc,sbox,bu2,MIDTIER
30.2.1.32,26,30.2.1.19,,,SpiritJourney,,sandboxapicdc,sbox,bu2,MIDTIER
30.2.1.32,26,30.2.1.20,,,SpiritJourney,,sandboxapicdc,sbox,bu2,MIDTIER
30.2.1.32,26,30.2.1.21,,,SpiritJourney,,sandboxapicdc,sbox,bu2,MIDTIER
30.2.1.32,26,30.2.1.22,,,SpiritJourney,,sandboxapicdc,sbox,bu2,MIDTIER
30.2.1.32,26,30.2.1.23,,,SpiritJourney,,sandboxapicdc,sbox,bu2,MIDTIER
30.2.1.32,26,30.2.1.24,,,SpiritJourney,,sandboxapicdc,sbox,bu2,MIDTIER
30.2.1.32,26,30.2.1.25,,,SpiritJourney,,sandboxapicdc,sbox,bu2,MIDTIER
30.2.1.32,26,30.2.1.26,,,SpiritJourney,,sandboxapicdc,sbox,bu2,MIDTIER
30.2.1.32,26,30.2.1.27,,,SpiritJourney,,sandboxapicdc,sbox,bu2,MIDTIER
30.2.1.32,26,30.2.1.28,,,SpiritJourney,,sandboxapicdc,sbox,bu2,MIDTIER
30.2.1.32,26,30.2.1.29,,,SpiritJourney,,sandboxapicdc,sbox,bu2,MIDTIER
30.2.1.32,26,30.2.1.30,,,SpiritJourney,,sandboxapicdc,sbox,bu2,MIDTIER
30.2.1.32,26,30.2.1.31,,,SpiritJourney,,sandboxapicdc,sbox,bu2,MIDTIER
30.2.1.32,26,30.2.1.32,,,SpiritJourney,,sandboxapicdc,sbox,bu2,MIDTIER
30.2.1.32,26,30.2.1.33,,,SpiritJourney,,sandboxapicdc,sbox,bu2,MIDTIER
30.2.1.32,26,30.2.1.34,,,SpiritJourney,,sandboxapicdc,sbox,bu2,MIDTIER
30.2.1.32,26,30.2.1.35,,,SpiritJourney,,sandboxapicdc,sbox,bu2,MIDTIER
30.2.1.32,26,30.2.1.36,,,SpiritJourney,,sandboxapicdc,sbox,bu2,MIDTIER
30.2.1.32,26,30.2.1.37,,,SpiritJourney,,sandboxapicdc,sbox,bu2,MIDTIER
30.2.1.32,26,30.2.1.38,,,SpiritJourney,,sandboxapicdc,sbox,bu2,MIDTIER
30.2.1.32,26,30.2.1.39,,,SpiritJourney,,sandboxapicdc,sbox,bu2,MIDTIER
30.2.1.32,26,30.2.1.40,,,SpiritJourney,,sandboxapicdc,sbox,bu2,MIDTIER
30.2.1.32,26,30.2.1.41,,,SpiritJourney,,sandboxapicdc,sbox,bu2,MIDTIER
30.2.1.32,26,30.2.1.42,,,SpiritJourney,,sandboxapicdc,sbox,bu2,MIDTIER
30.2.1.32,26,30.2.1.43,,,SpiritJourney,,sandboxapicdc,sbox,bu2,MIDTIER
30.2.1.32,26,30.2.1.44,,,SpiritJourney,,sandboxapicdc,sbox,bu2,MIDTIER
30.2.1.32,26,30.2.1.45,,,SpiritJourney,,sandboxapicdc,sbox,bu2,MIDTIER
30.2.1.32,26,30.2.1.46,,,SpiritJourney,,sandboxapicdc,sbox,bu2,MIDTIER
30.2.1.32,26,30.2.1.47,,,SpiritJourney,,sandboxapicdc,sbox,bu2,MIDTIER
30.2.1.32,26,30.2.1.48,,,SpiritJourney,,sandboxapicdc,sbox,bu2,MIDTIER
30.2.1.32,26,30.2.1.49,,,SpiritJourney,,sandboxapicdc,sbox,bu2,MIDTIER
30.2.1.32,26,30.2.1.50,,,SpiritJourney,,sandboxapicdc,sbox,bu2,MIDTIER
30.2.1.32,26,30.2.1.51,,,SpiritJourney,,sandboxapicdc,sbox,bu2,MIDTIER
30.2.1.32,26,30.2.1.52,,,SpiritJourney,,sandboxapicdc,sbox,bu2,MIDTIER
30.2.1.32,26,30.2.1.53,,,SpiritJourney,,sandboxapicdc,sbox,bu2,MIDTIER
30.2.1.32,26,30.2.1.54,,,SpiritJourney,,sandboxapicdc,sbox,bu2,MIDTIER
30.2.1.32,26,30.2.1.55,,,SpiritJourney,,sandboxapicdc,sbox,bu2,MIDTIER
30.2.1.32,26,30.2.1.56,,,SpiritJourney,,sandboxapicdc,sbox,bu2,MIDTIER
30.2.1.32,26,30.2.1.57,,,SpiritJourney,,sandboxapicdc,sbox,bu2,MIDTIER
30.2.1.32,26,30.2.1.58,,,SpiritJourney,,sandboxapicdc,sbox,bu2,MIDTIER
30.2.1.32,26,30.2.1.59,,,SpiritJourney,,sandboxapicdc,sbox,bu2,MIDTIER
30.2.1.32,26,30.2.1.60,,,SpiritJourney,,sandboxapicdc,sbox,bu2,MIDTIER
30.2.1.32,26,30.2.1.61,,,SpiritJourney,,sandboxapicdc,sbox,bu2,MIDTIER
30.2.1.32,26,30.2.1.62,,,SpiritJourney,,sandboxapicdc,sbox,bu2,MIDTIER
30.2.1.64,26,30.2.1.64,network,internal.das,infra,ntwk,sandboxapicdc,sbox,bu2,BACKEND
30.2.1.64,26,30.2.1.127,broadcast,internal.das,infra,ntwk,sandboxapicdc,sbox,bu2,BACKEND
30.2.1.64,26,30.2.1.65,,,SpiritJourney,,sandboxapicdc,sbox,bu2,BACKEND
